star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name,Exo
HIP 8232,,-0.25,-1.56,-0.24,nan,-0.28,-0.22,-0.39,-0.26,-0.17,-0.23,-0.15,-0.28,-0.23,-0.45,-0.27,-0.29,nan,26.500553031993547,-43.913355165893364,33.273,16.59,-35.795,51.61,N/A,G3V,8.71,0.657,nan,nan,nan,5687.0,4.52,1.01,0.856253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82332,,-0.47,nan,-0.42,-0.25,-0.4,-0.38,-0.46,-0.38,-0.27,-0.24,-0.4,-0.34,-0.37,-0.71,-0.36,-0.41,nan,252.34745471827463,52.91685602862504,-61.413,-192.985,267.944,335.87,thin,K0,7.09,1.076,4.2,-13.5,29.1,4967.6396,nan,nan,18.4639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82336,,-0.34,nan,-0.23,-0.22,-0.23,-0.23,-0.31,-0.24,-0.13,-0.07,-0.25,-0.19,-0.21,-0.49,-0.21,-0.25,-0.23,252.36273369186034,67.59656668955263,-39.146,-123.125,313.404,338.99,thin,K0,7.9,1.007,-1,-11.3,-20.8,4886.0254,nan,nan,10.9579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82359,,-0.08,nan,nan,nan,-0.11,-0.04,-0.23,-0.1,-0.01,0.16,-0.07,0.0,-0.07,-0.22,0.03,-0.05,-0.08,252.43339263510416,28.385179516804133,-20.491,-64.726,36.686,77.17,thin,F8,7.82,0.457,-17.7,-5,6.7,6395.662,4.02,1.33,1.72634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82363,,-0.26,nan,nan,nan,0.21,-0.05,0.1,-0.19,0.02,-0.12,0.47,0.74,-0.06,-0.02,0.04,-0.27,nan,252.44648112205232,-59.04137172050366,-14.229,-44.981,-78.645,91.71,thin,K5III,3.77,1.562,6.1,-0.8,-21.4,4366.0,1.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82369,,0.04,nan,0.14,0.29,0.15,0.06,0.03,0.07,0.03,0.25,0.09,0.11,0.02,-0.11,0.11,0.04,-0.1,252.45840729842556,-10.783065159779605,-9.415,-29.786,-5.949,31.8,thin,F7V,4.64,0.478,6,-2.8,-19.1,6295.3335,3.634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82370,,-0.01,nan,-0.16,nan,0.24,-0.02,0.17,-0.09,0.08,0.61,0.29,0.56,0.02,-0.18,0.14,-0.01,nan,252.47148686924615,-24.44694416643994,-9.371,-29.671,-14.145,34.18,N/A,K4V(k),9.59,1.104,nan,nan,nan,4683.0,4.4,0.76,0.67291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82373,,-0.17,nan,nan,nan,nan,-0.12,-0.14,0.01,-0.13,nan,-0.25,-0.39,-0.06,nan,nan,-0.23,-0.36,252.49221988929827,9.421324348631183,-71.687,-227.253,39.54,241.55,thin,G2III,6.91,0.903,-28.3,-4.3,-6.3,5129.3335,2.4850000000000003,nan,20.178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82375,,-0.44,nan,nan,nan,-0.2,-0.02,-0.16,-0.04,-0.18,-0.05,-0.2,-0.15,-0.22,-0.47,-0.09,-0.19,nan,252.49750237646305,46.64907583635616,-45.709,-144.947,160.994,221.4,thin,K2,6.9,1.458,-60.3,-59.7,-32.3,4271.58,nan,nan,21.7559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82389,,0.08,nan,0.02,-0.05,0.06,-0.01,-0.03,0.12,0.07,nan,0.04,0.04,-0.04,-0.12,nan,0.03,-0.13,252.52202103835413,18.90041616510859,-7.737,-24.572,8.82,27.23,thin,K3.5V,8.85,1.02,1.8,-11.8,-1.6,4874.1,4.72,0.78,0.715343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82396,,0.06,-3.28,nan,nan,0.25,0.33,0.39,0.19,0.12,-0.02,0.08,0.27,0.11,0.08,0.12,0.1,-0.16,nan,nan,-4.841,-15.392,-11.004,19.53,thin,K1III,2.29,1.144,-16.2,-52.3,28.5,4489.0,2.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82398,,-1.4,nan,nan,nan,nan,-0.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,252.54778547820575,22.31389526259912,nan,nan,nan,152.0824,N/A,nan,11.26,0.57,nan,nan,nan,5991.4785,4.71487,1.092,0.75982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82426,,-0.13,-3.17,-0.2,-0.07,-0.04,0.03,0.1,0.02,-0.01,-0.03,0.0,-0.08,-0.01,-0.16,-0.01,-0.02,-0.04,252.67978993430856,32.55366808071184,-23.573,-75.59,50.548,93.94,thin,K0III,6.16,1.014,-25.5,1,-20,4855.6797,2.6833333333333336,nan,8.90964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82434,,-0.22,nan,-0.34,nan,-0.01,-0.02,0.18,-0.26,-0.03,0.57,0.25,0.53,-0.12,-0.53,-0.03,-0.2,nan,252.70414437564514,-43.78687052769648,-7.514,-24.132,-24.226,35.01,thin,K5-V,10.06,1.094,11,-56.5,-42.3,4652.7197,4.31,0.76,0.658139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82441,,-0.13,nan,-0.11,-0.02,-0.03,0.03,-0.03,0.03,-0.04,0.11,-0.09,0.03,-0.03,-0.21,0.06,0.01,nan,252.73097279733312,51.12844106415954,-41.201,-132.532,172.177,221.15,N/A,K0,7.96,1.225,nan,nan,nan,4641.533,nan,nan,11.6481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82464,,-0.09,nan,nan,nan,-0.19,0.03,-0.12,-0.12,0.06,0.12,-0.06,-0.04,-0.07,-0.21,-0.04,-0.04,-0.2,252.7865505595158,42.08033246570733,-26.247,-84.721,80.086,119.5,thin,G0,7.68,0.637,-36.6,-5.9,-18.2,5892.0,3.56,1.044,3.66848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82466,,0.29,nan,0.28,0.16,0.32,0.23,0.28,0.35,0.17,nan,0.36,0.34,0.29,nan,0.35,0.3,nan,252.7940027462675,-75.63426949477166,-7.416,-23.95,-97.89,101.05,thin,G0V,8.78,0.564,-46.8,-40.8,-0.5,6127.0,4.2188,1.27,1.45056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82469,,-0.02,-0.79,nan,nan,-0.15,-0.1,-0.03,-0.04,0.08,0.16,0.08,-0.02,-0.02,-0.2,0.01,0.08,-0.07,252.80374346343768,29.571074250545074,-17.706,-57.213,33.983,68.86,thin,G0V,7.72,0.583,10.9,-9.3,-44.5,5982.5,4.145,1.13,1.70448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82478,,-0.26,nan,-0.23,-0.02,-0.16,-0.13,-0.21,-0.18,-0.09,0.06,-0.12,-0.05,-0.09,-0.35,-0.09,-0.15,nan,252.847591270539,50.77306963193629,-35.202,-114.055,146.215,188.75,N/A,K0,7.47,1.08,nan,nan,nan,4857.7373,nan,nan,10.7644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82504,,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,252.93858978698498,24.656432817365506,-56.932,-185.504,89.071,213.51,thin,K0.5IIIaCa0.5,5.03,1.246,-13.3,-1.4,-18.8,4370.0,2.1366666666666667,nan,39.7428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82513,,-0.21,nan,-0.19,-0.06,-0.13,-0.1,-0.14,-0.09,-0.09,0.02,-0.14,-0.05,-0.09,-0.31,-0.08,-0.09,nan,252.96647841236472,54.33101464386865,-43.44,-141.789,206.609,254.32,thin,K0,7.25,1.207,-11.1,-18,2.1,4740.4746,nan,nan,17.8154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82515,,-0.35,-1.06,-0.24,-0.2,-0.38,-0.22,-0.49,-0.32,-0.29,nan,-0.18,-0.22,-0.35,-0.63,-0.35,-0.35,nan,252.97000513626136,-49.115048055662335,-10.21,-33.332,-40.266,53.26,thin,F3/5V,7.23,0.448,-4.8,5.3,-14.7,6349.016,4.81,1.31,1.37333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82539,,0.04,-3.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253.0737622211455,-67.68163703906968,-14.855,-48.813,-124.295,134.36,thin,K2III,6.33,1.289,-19.6,-42.3,5.6,4426.0825,nan,nan,17.1253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82568,,-0.03,-1.32,-0.07,0.07,-0.14,-0.07,-0.27,-0.04,0.05,nan,0.05,-0.04,-0.01,-0.36,nan,-0.09,0.02,253.1714242298278,18.062132300561963,-14.227,-47.038,16.026,51.69,thin,F8IV,6.81,0.529,-22.6,-20.2,-31.1,6232.5,4.1433333333333335,1.2,1.61814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82584,,0.14,nan,-0.1,-0.07,-0.03,0.03,0.01,-0.07,0.1,nan,0.05,0.02,0.09,0.14,nan,0.15,0.27,253.23839345899827,44.40239762595074,-29.595,-98.263,100.504,143.64,thin,G5,8.1,1.011,-53.2,-8.1,-11.5,4917.83,3.1,nan,5.86777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82588,,-0.0,-2.0,0.04,-0.05,-0.14,-0.03,-0.01,-0.04,0.02,-0.01,-0.02,-0.05,0.01,-0.11,0.04,-0.04,0.13,253.24501048213446,-0.02642177501606286,-4.973,-16.518,-0.008,17.25,thick,G8.5V(k),6.65,0.749,85.5,-112.8,9.5,5460.5,4.492666666666667,0.94,0.861714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82599,,-0.2,-1.67,-0.12,0.1,-0.13,-0.1,-0.14,-0.14,-0.09,-0.11,-0.07,-0.17,-0.21,-0.41,-0.18,-0.22,nan,253.28381866780663,-51.71789818709581,-12.094,-40.271,-53.276,67.87,N/A,G2V,8.92,0.6,nan,nan,nan,5787.525,4.29,1.06,1.32625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82611,,-0.44,nan,nan,-0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253.32312528680077,47.4167121120717,-38.691,-129.154,146.707,199.25,thin,K2III,5.99,1.325,-108.7,-45.2,-12.1,4318.81,1.7,nan,36.6545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82621,,0.16,-1.22,nan,0.19,0.17,0.22,0.22,0.17,0.22,0.31,0.17,0.09,0.17,0.07,0.25,0.17,0.13,253.3550530987082,-20.41580059132094,-7.229,-24.181,-9.394,26.93,thin,G2IV-V,5.86,0.685,-21.2,-6.5,-3.3,5618.75,3.9575,0.99,1.88019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82629,,0.01,-0.64,0.13,0.16,-0.07,-0.04,-0.21,0.06,-0.04,nan,-0.16,-0.2,nan,-0.31,-0.09,-0.07,nan,253.37128855449816,-1.130482793858231,-19.281,-64.559,-1.33,67.39,thin,F6V,7.84,0.544,-17.5,-20.5,-0.7,6185.0,4.1866666666666665,1.17,1.45089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82636,,-0.28,-1.13,-0.25,-0.25,-0.31,-0.07,-0.31,-0.24,-0.19,-0.11,-0.22,-0.32,-0.33,-0.58,-0.17,-0.31,-0.31,253.38470253839358,42.824854577790134,-10.058,-33.707,32.601,47.96,thin,G0.V,6.81,0.631,76,-6.2,-21.1,5694.75,3.9433333333333334,1.0,1.98649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82677,,-0.36,nan,-0.48,-0.29,-0.63,-0.41,-0.52,-0.49,-0.48,-0.27,-0.46,-0.47,-0.48,-0.82,-0.39,-0.47,-0.66,253.50785032899256,60.362275560590945,nan,nan,nan,286.35692237601,N/A,K3III,7.04,1.31,nan,nan,nan,4346.875,nan,nan,24.1305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82681,,-0.37,nan,-0.46,-0.08,-0.24,-0.16,-0.32,-0.18,-0.08,-0.09,-0.22,-0.1,-0.15,-0.36,-0.19,-0.19,-0.09,253.51387303918096,63.870554240479535,-29.402,-99.349,211.217,235.26,N/A,K2,7.89,0.897,nan,nan,nan,5137.3335,nan,nan,6.98641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82688,,0.13,nan,0.02,0.15,-0.07,0.07,0.03,0.05,0.07,0.14,0.11,0.09,0.1,-0.14,0.17,0.01,0.29,253.53393064577668,-4.340183623907502,-13.179,-44.589,-3.529,46.63,thin,F8/G0V,7.82,0.591,-5.5,-28,-12.4,5945.0,4.5225,1.1,1.05577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82694,,-0.66,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.56,nan,nan,nan,nan,nan,nan,253.55013608472333,11.914682863115907,-5.384,-18.233,4.011,19.43,thin,K7,10.75,1.405,-77.7,-39.5,14.5,4014.41,4.73016,0.506181,0.508282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82708,,0.2,nan,nan,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253.586072042741,-25.82938073296111,-17.023,-57.788,-29.161,66.93,thin,G0IV,7.21,0.538,-25.8,-22.2,6.3,6161.5,4.035,1.18,1.93774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82722,,-0.01,nan,-0.06,nan,0.1,-0.08,0.13,-0.02,0.05,0.44,0.27,0.52,0.01,-0.19,0.11,-0.01,nan,253.62773925189035,-14.583250360593722,-10.931,-37.207,-10.089,40.07,N/A,K3V,9.66,1.027,nan,nan,nan,4808.3965,4.36,0.78,0.730056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82729,,0.11,nan,nan,nan,0.34,0.09,0.35,0.15,0.09,0.03,0.32,0.16,0.05,0.09,0.25,0.05,nan,253.64585429986792,-42.361315836292505,-8.439,-28.758,-27.329,40.56,thin,K3III,3.62,1.393,-32,-41.5,-9.2,4415.0,2.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82730,,0.19,-2.77,-0.12,-0.01,0.3,0.33,0.28,0.29,0.18,0.12,0.18,0.13,0.23,0.26,0.29,0.21,0.16,253.64872525902362,-6.153980956254115,-20.618,-70.273,-7.896,73.66,thin,K1IICNIII,5.23,1.1,-14.7,-15.9,-1.9,4680.0,2.57,nan,10.9544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82738,,-0.09,-0.71,-0.05,-0.02,-0.04,-0.07,-0.19,-0.07,-0.02,0.01,0.0,-0.07,-0.1,-0.28,-0.07,-0.09,nan,253.66859775781313,-32.19015672876608,-13.405,-45.748,-30.009,56.33,thin,F8V,7.68,0.544,17.1,0.9,-15.3,6037.8667,4.49,1.15,1.21944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 8275,,-0.06,-3.38,nan,-0.04,nan,-0.17,nan,0.08,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,26.661322703960508,12.411773426750186,20.947,10.517,5.158,24,thin,K3.5V,8.91,1.044,-11.1,0.5,-20.5,4709.6504,4.653333333333333,0.73,0.711715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82750,,0.05,-2.3,nan,0.17,0.15,0.09,-0.03,0.03,0.06,0.21,0.06,0.15,0.07,-0.06,0.03,0.06,-0.04,253.6915692105762,62.09993509216009,-5.165,-17.654,34.741,39.31,thick,G5IV,7.07,0.676,0.6,-109.4,-4.6,5709.6665,4.125,1.01,1.49118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82764,,-0.14,-2.95,-0.3,-0.18,-0.0,-0.01,0.0,-0.0,-0.07,-0.14,-0.12,-0.23,-0.09,-0.27,-0.11,-0.13,-0.04,253.72987639169423,20.958490530102097,-21.632,-74.118,29.574,82.68,thin,G8III,5.39,0.966,2.1,12.5,-18.3,4935.25,2.634,nan,10.499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82780,,-0.1,-2.96,-0.33,-0.1,-0.02,0.0,0.07,0.02,-0.01,-0.09,-0.09,-0.19,-0.09,-0.29,-0.08,-0.13,-0.05,253.75900430593234,25.730680607309385,-34.33,-117.851,59.156,136.26,thin,G8III,6.06,0.921,11.6,0.7,-12.7,5085.0,2.64,nan,9.56781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82799,,-0.15,nan,-0.2,-0.14,-0.42,-0.23,-0.33,-0.2,-0.17,-0.03,-0.2,-0.15,-0.25,-0.46,-0.14,-0.24,-0.21,253.81884984392485,67.95899906729562,-22.265,-76.73,197.34,212.9,thin,K0,7.69,1.118,23.6,-4.1,-18.2,4741.0,nan,nan,11.8196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82802,,-0.12,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253.84236503349877,18.43321204521406,-31.609,-109.1,37.859,119.73,thin,K4III-IV,5.35,1.407,-9.7,-28.8,58.1,4115.895,1.8066666666666666,nan,23.7773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 8281,,-0.33,nan,0.15,0.17,-0.32,-0.26,-0.12,-0.25,-0.08,nan,-0.1,-0.22,-0.31,-0.52,nan,-0.24,-0.18,26.673528260908615,-24.013975161500298,108.364,54.438,-54.028,132.76,thin,K0IV,8.1,0.944,-111.3,-12.5,15.6,4813.59,3.19,nan,4.59426,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82847,,-0.14,nan,-0.11,0.02,-0.01,0.03,-0.1,-0.02,-0.03,0.09,-0.08,0.01,-0.03,-0.23,-0.03,-0.04,nan,253.96396448824066,77.9596973381012,-12.024,-41.833,204.07,208.66,N/A,K0,7.49,1.084,nan,nan,nan,4693.82,nan,nan,10.8458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82853,,-0.14,-2.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253.98947633755776,-83.21856401924705,-2.138,-7.45,-65.181,65.64,N/A,G5/6V,8.99,0.674,nan,nan,nan,5665.0,4.34748,1.02,1.12097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
