star_name,Fe,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,C_Mg,O_Mg,Si_Mg,Ca_Mg,Ti_Mg,Fe_Mg,C_Si,O_Si,Mg_Si,Ca_Si,Ti_Si,Fe_Si,C_O,Si_O,Mg_O,Ca_O,Ti_O,Fe_O,Prob0,Prob1,Prob2,Prob3,Prob4,Prob5,Prob6
Gaia DR3 2078996825361036160,-0.08,-0.14,-0.01,-0.29,-0.14,-0.28,-0.13,-0.01,,-0.03,-0.12,-0.08,-0.4,,-0.14,0.0,7.0794578438413724,20.892961308540407,1.0,0.079432823472428,0.0031622776601683,0.9549925860214348,7.0794578438413724,20.892961308540407,1.0,0.079432823472428,0.0031622776601683,0.9549925860214348,0.338844156139202,0.0478630092322638,0.0478630092322638,0.0038018939632056,0.0001513561248436,0.0457088189614874,0.9842557981184776,0.9871696641266038,0.9486218551569064,0.9454658860553138,0.9994156765630652,0.9039569246180816,0.9550070345038932
Gaia DR3 2079403880876910464,0.01,-0.01,-0.02,-0.14,0.0,-0.03,0.01,0.03,,0.02,-0.04,-0.01,-0.1,,0.04,-0.06,6.918309709189376,14.791083881682102,1.0,0.0630957344480193,0.0025703957827688,0.851138038202376,6.918309709189376,14.791083881682102,1.0,0.0630957344480193,0.0025703957827688,0.851138038202376,0.4677351412871981,0.067608297539198,0.067608297539198,0.0042657951880159,0.0001737800828749,0.0575439937337155,0.978108386450302,0.9469469469469468,0.972196255063596,0.9701274787535412,0.9999443455031166,0.9706802787320752,0.9983717208266648
Gaia DR3 2079613685738988800,-0.12,-0.08,-0.04,-0.29,-0.15,-0.3,-0.14,-0.07,,-0.08,-0.13,-0.13,-0.4,,-0.14,-0.11,8.317637711026725,19.95262314968887,1.000000000000002,0.0707945784384137,0.0028840315031266,0.8912509381337459,8.317637711026709,19.95262314968883,0.999999999999998,0.0707945784384136,0.0028840315031266,0.8912509381337441,0.4168693834703346,0.0501187233627271,0.050118723362727,0.0035481338923357,0.0001445439770745,0.0446683592150961,0.928651943389137,0.9463346047832504,0.961724387235792,0.9627799643231304,0.9838770310346268,0.9988733726493824,0.9997217430018364
Gaia DR3 2079902101382181248,0.01,-0.01,0.03,-0.13,0.0,-0.09,-0.03,0.03,,0.0,0.04,0.02,-0.19,,-0.01,0.06,6.918309709189376,16.5958690743756,0.9120108393559097,0.0630957344480193,0.002454708915685,0.851138038202376,7.585775750291852,18.197008586099827,1.096478196143185,0.0691830970918936,0.0026915348039269,0.9332543007969906,0.4168693834703363,0.0549540873857624,0.0602559586074358,0.0038018939632056,0.0001479108388168,0.0512861383991364,0.9961632368329264,0.992685475444096,0.9928901528617134,0.9978693181818182,1.0,0.998608453644112,0.9794425087108014
Gaia DR3 2080505900764913792,-0.04,-0.08,-0.09,-0.28,-0.1,-0.22,-0.09,-0.01,,-0.06,-0.02,-0.03,-0.23,,-0.13,0.06,7.413102413009176,15.848931924611142,1.0,0.0724435960074989,0.0026915348039269,0.9549925860214348,7.413102413009176,15.848931924611142,1.0,0.0724435960074989,0.0026915348039269,0.9549925860214348,0.467735141287198,0.0630957344480193,0.0630957344480193,0.0045708818961487,0.0001698243652461,0.0602559586074356,0.9471292566314938,0.9705931518680524,0.9143270171062516,0.9214408184665088,0.9885068680170516,0.9980656832730308,0.9884266021227168
Gaia DR3 2087172999977491328,-0.04,-0.04,-0.08,-0.23,-0.06,-0.14,-0.05,-0.04,,-0.04,0.01,-0.29,-0.42,,-0.06,-0.09,7.413102413009192,14.791083881682072,1.0,0.061659500186148,0.0025703957827688,0.8709635899560796,7.413102413009192,14.791083881682072,1.0,0.061659500186148,0.0025703957827688,0.8709635899560796,0.5011872336272735,0.0676082975391981,0.0676082975391981,0.0041686938347033,0.0001737800828749,0.0588843655355588,0.9970953874753108,0.9986065145445044,0.9999118476727784,1.0,0.9953671531155897,0.9624608967674662,0.9798401112269726
Gaia DR3 2087212616754764672,-0.05,-0.1,-0.15,-0.2,-0.06,-0.15,-0.08,0.01,,-0.06,-0.03,-0.04,-0.26,,-0.06,-0.01,6.456542290346563,12.58925411794166,0.9332543007969905,0.0691830970918934,0.002454708915685,0.8511380382023759,6.918309709189377,13.489628825916531,1.071519305237607,0.0741310241300916,0.0026302679918953,0.9120108393559097,0.5128613839913659,0.0741310241300917,0.0794328234724282,0.0054954087385762,0.0001949844599758,0.0676082975391982,0.9678918873780462,0.9801109890262728,0.9963370999448444,0.9958800543662928,0.9704994225122804,0.9991091438036775,0.99435083276517
Gaia DR3 2099574421688108928,0.03,0.04,-0.01,-0.26,0.0,-0.1,-0.0,0.02,,0.0,-0.04,0.03,-0.14,,0.01,-0.02,7.762471166286911,15.135612484362104,0.9772372209558112,0.061659500186148,0.002454708915685,0.8912509381337459,7.943282347242805,15.48816618912483,1.0232929922807537,0.0630957344480191,0.0025118864315095,0.9120108393559098,0.5128613839913637,0.0645654229034654,0.0660693448007595,0.0040738027780411,0.0001621810097358,0.0588843655355588,0.9928622114622032,0.9968525868672098,0.9999150574777734,0.9999716878300138,0.9958434120165708,0.9130694943085358,0.9655369038843998
Gaia DR3 2101392537183148416,-0.09,-0.1,-0.1,-0.23,-0.06,-0.11,-0.06,-0.09,,-0.06,-0.06,-0.1,-0.22,,-0.04,-0.07,6.456542290346563,14.125375446227554,0.9772372209558112,0.0549540873857623,0.002454708915685,0.7762471166286912,6.606934480075965,14.45439770745928,1.0232929922807537,0.0562341325190347,0.0025118864315095,0.7943282347242805,0.4570881896148752,0.0691830970918936,0.0707945784384137,0.0038904514499427,0.0001737800828749,0.0549540873857623,0.9863669244894552,0.983706096983539,0.9701431203060792,0.9715459827122006,0.96514282532435,0.9727041277702806,0.9535333574549808
Gaia DR3 2101479879638683392,-0.17,-0.11,-0.09,-0.28,-0.16,-0.28,-0.18,-0.13,,-0.12,-0.12,-0.17,-0.47,,-0.19,-0.17,7.943282347242838,18.197008586099862,0.9332543007969926,0.0630957344480193,0.0026915348039269,0.8128305161640995,8.511380382023775,19.49844599758045,1.0715193052376046,0.067608297539198,0.0028840315031265,0.8709635899560796,0.4365158322401665,0.0512861383991364,0.0549540873857623,0.0034673685045253,0.0001479108388168,0.0446683592150962,0.9833207925758716,0.9939105109875562,0.9935124722013684,0.9953513421582244,0.9585343808663004,0.9941579847829412,0.9884662474261228
Gaia DR3 2101485548995660416,0.05,0.04,-0.08,-0.21,0.01,-0.11,-0.01,0.07,,0.0,0.1,0.06,-0.09,,0.03,0.09,7.585775750291835,12.589254117941689,0.9332543007969925,0.0676082975391982,0.0023988329190194,0.9120108393559097,8.128305161640977,13.489628825916531,1.0715193052376049,0.0724435960074989,0.0025703957827688,0.9772372209558092,0.6025595860743568,0.0741310241300917,0.079432823472428,0.0053703179637025,0.0001905460717963,0.0724435960074989,0.9711611997163396,0.9923082272758884,0.9992349432582917,0.9992493981022518,0.9950875337471125,0.9952790775401068,0.998914540976078
Gaia DR3 2104344141784539264,-0.03,-0.06,0.0,-0.23,-0.1,-0.23,-0.09,0.0,,-0.02,-0.08,-0.07,-0.23,,-0.06,-0.03,7.762471166286911,19.49844599758045,1.0,0.0741310241300916,0.0029512092266663,0.9772372209558092,7.762471166286911,19.49844599758045,1.0,0.0741310241300916,0.0029512092266663,0.9772372209558092,0.3981071705534969,0.0512861383991364,0.0512861383991364,0.0038018939632056,0.0001513561248436,0.0501187233627271,0.9851004851004852,0.99166955918084,0.994661921708185,0.9941437444543034,0.998958694897605,0.9926791005752136,0.9797838968281632
Gaia DR3 2105135854577044480,0.09,0.04,0.09,-0.08,0.06,-0.0,0.04,0.09,,0.04,0.12,0.08,-0.09,,0.04,0.16,6.760829753919818,16.59586907437563,0.9332543007969925,0.0630957344480193,0.0023442288153199,0.8912509381337459,7.244359600749891,17.78279410038923,1.0715193052376049,0.067608297539198,0.0025118864315095,0.954992586021435,0.4073802778041121,0.0562341325190349,0.0602559586074356,0.0038018939632056,0.0001412537544622,0.0537031796370252,0.9356127577229888,0.990228103584882,0.9992071806778604,0.999830023513414,0.9924141008478358,0.9820583486442848,0.951417004048583
Gaia DR3 2105943072207122688,0.04,-0.03,0.09,-0.1,-0.01,-0.11,-0.0,0.08,,0.04,0.01,0.02,-0.2,,0.02,0.07,6.760829753919833,19.498445997580458,1.0,0.0724435960074989,0.0027542287033381,0.9332543007969906,6.760829753919833,19.498445997580458,1.0,0.0724435960074989,0.0027542287033381,0.9332543007969906,0.3467368504525324,0.0512861383991364,0.0512861383991364,0.0037153522909717,0.0001412537544622,0.0478630092322637,0.944091521983903,0.982845386048322,0.929919786854114,0.9276091888825864,0.9807392779662902,0.989234583031586,0.9890239830838572
Gaia DR3 2106784610922074496,0.14,0.1,0.03,0.0,0.1,0.0,0.13,0.16,,0.09,0.07,0.12,0.09,,0.15,0.08,7.079457843841388,13.182567385564075,1.0471285480509007,0.0676082975391981,0.0023988329190194,0.9120108393559098,6.760829753919819,12.589254117941662,0.9549925860214348,0.0645654229034655,0.0022908676527677,0.8709635899560797,0.5370317963702533,0.0794328234724282,0.0758577575029183,0.0051286138399136,0.0001819700858609,0.0691830970918936,0.9749434487558726,0.9919804741980476,0.9812256464753808,0.9800176834659592,1.0,0.9939013765464366,0.9891797556719024
Gaia DR3 2106994445843935872,0.01,-0.03,0.04,-0.21,-0.04,-0.17,0.01,0.03,,-0.02,-0.03,-0.01,-0.27,,-0.03,0.03,7.244359600749921,18.62087136662866,1.096478196143185,0.0691830970918936,0.0025703957827688,0.9332543007969906,6.606934480075979,16.982436524617427,0.9120108393559097,0.0630957344480193,0.0023442288153199,0.851138038202376,0.389045144994282,0.0588843655355589,0.0537031796370253,0.0037153522909717,0.0001380384264602,0.0501187233627272,0.9997215686820452,0.9995826493419772,0.9999716440764476,0.9999858234451864,0.9928762243989314,0.993075158172843,0.9935937608801616
Gaia DR3 2107658516506930048,0.03,-0.04,-0.13,-0.12,0.0,-0.06,0.02,0.04,,0.02,0.09,0.01,-0.06,,0.06,0.05,6.456542290346576,11.481536214968816,1.0232929922807537,0.0645654229034655,0.0025703957827688,0.8912509381337459,6.309573444801956,11.220184543019627,0.9772372209558112,0.0630957344480193,0.0025118864315095,0.8709635899560814,0.5623413251903514,0.0891250938133745,0.0870963589956081,0.0056234132519034,0.0002238721138568,0.0776247116628692,0.925124907797865,0.930695823943466,0.9903387792630314,0.986863967507846,0.9501079763148728,0.9549726137848584,0.9283298773953824
Gaia DR3 2117335077826003840,-0.04,0.02,-0.03,-0.19,-0.03,-0.13,-0.08,0.02,,-0.02,0.02,-0.05,-0.21,,-0.06,-0.31,7.943282347242821,15.48816618912486,0.8709635899560814,0.0660693448007595,0.0025118864315095,0.8128305161640995,9.120108393559097,17.782794100389264,1.1481536214968815,0.0758577575029182,0.0028840315031266,0.9332543007969905,0.5128613839913638,0.0562341325190347,0.0645654229034653,0.0042657951880159,0.0001621810097358,0.0524807460249771,0.9417932031814896,0.9573566710331948,0.9958083153959444,0.9978358346181592,0.9794873934387472,0.9716448228844924,0.925497448447516
Gaia DR3 2117369540643692544,0.05,-0.02,-0.01,-0.25,-0.01,-0.18,-0.02,0.07,,0.01,0.12,0.11,-0.15,,-0.02,0.22,6.918309709189378,15.48816618912483,0.954992586021437,0.0707945784384137,0.0025703957827688,0.954992586021435,7.244359600749906,16.218100973589298,1.0471285480508985,0.0741310241300916,0.0026915348039269,0.999999999999998,0.4466835921509635,0.0616595001861482,0.0645654229034654,0.0045708818961487,0.0001659586907437,0.061659500186148,0.9423165217391304,0.9813511709406464,0.9965238525887408,0.9956657223796034,0.9903565166569258,0.9989956057752668,0.9927606849505778
Gaia DR3 2119132916774654208,0.05,-0.01,-0.07,-0.2,0.01,-0.11,0.03,0.08,,0.02,0.06,0.05,-0.09,,0.03,0.1,6.7608297539198325,12.88249551693135,1.0232929922807557,0.0691830970918936,0.0025118864315095,0.9120108393559097,6.606934480075964,12.589254117941662,0.9772372209558092,0.067608297539198,0.002454708915685,0.8912509381337441,0.5248074602497733,0.0794328234724282,0.0776247116628691,0.0053703179637025,0.0001949844599758,0.0707945784384137,0.9979521043172984,0.9993595098858256,0.998059792383623,0.997364879223631,0.9868380777471688,0.963379184689634,0.9950598385750068
Gaia DR3 2119607145587563136,-0.02,-0.05,-0.06,-0.17,-0.06,-0.11,-0.03,0.0,,-0.04,0.02,0.02,-0.17,,-0.03,-0.01,7.244359600749892,15.488166189124795,1.0471285480508985,0.067608297539198,0.0025703957827688,0.9120108393559097,6.918309709189363,14.791083881682074,0.9549925860214368,0.0645654229034655,0.002454708915685,0.8709635899560815,0.4677351412871981,0.0676082975391981,0.0645654229034656,0.0043651583224016,0.0001659586907437,0.0588843655355589,0.9979419862613678,0.9986772855114032,0.9954625768605556,0.9963069347558472,0.9996656170758214,0.9608258042960756,0.9947821005176156
Gaia DR3 2119635153070609920,-0.13,-0.1,-0.09,-0.31,-0.12,-0.21,-0.13,-0.09,,-0.08,-0.15,-0.14,-0.36,,-0.13,-0.16,7.413102413009192,16.59586907437563,0.954992586021437,0.0630957344480193,0.0026915348039269,0.8128305161640996,7.762471166286927,17.378008287493763,1.0471285480508985,0.0660693448007595,0.0028183829312644,0.8511380382023759,0.4466835921509635,0.0575439937337156,0.0602559586074356,0.0038018939632056,0.0001621810097358,0.0489778819368445,0.9677997914494264,0.9766461735332572,0.9963035350101972,0.9951808595078808,0.9808358732412008,0.985752052316683,0.9876089438364938
Gaia DR3 2125751461382627840,0.01,-0.03,-0.09,-0.27,-0.02,-0.1,-0.02,0.02,,-0.02,0.01,0.0,-0.21,,-0.03,0.15,6.918309709189377,13.182567385564074,0.9772372209558112,0.0645654229034653,0.002454708915685,0.8912509381337441,7.079457843841388,13.489628825916531,1.0232929922807537,0.0660693448007593,0.0025118864315095,0.912010839355908,0.5248074602497734,0.0741310241300917,0.0758577575029183,0.0048977881936844,0.0001862087136662,0.067608297539198,0.9264607679465776,0.9489702070733814,0.9834818456133392,0.9747864640140516,0.997884599326412,0.9998330248932056,0.9806989000597944
Gaia DR3 2127398083121764736,0.04,-0.01,0.01,-0.17,0.0,-0.12,-0.0,0.0,,-0.01,0.01,0.04,-0.1,,0.01,0.07,6.918309709189376,15.84893192461114,0.9772372209558112,0.0588843655355588,0.0023988329190194,0.9120108393559097,7.079457843841388,16.218100973589298,1.0232929922807537,0.0602559586074356,0.002454708915685,0.9332543007969906,0.4365158322401665,0.0616595001861482,0.0630957344480193,0.0037153522909717,0.0001513561248436,0.0575439937337156,0.9976987447698744,0.995465643529822,0.9956618595380466,0.9918352857649982,0.9993065187239945,0.9665610700457584,0.9722027972027972
Gaia DR3 2127832695152371584,0.06,0.01,-0.07,-0.04,0.06,-0.02,0.05,0.1,,0.08,0.16,0.09,-0.03,,0.09,-0.07,6.309573444801942,11.48153621496884,0.9549925860214368,0.0645654229034655,0.0025703957827688,0.8317637711026709,6.606934480075965,12.022644346174133,1.0471285480508985,0.067608297539198,0.0026915348039269,0.8709635899560797,0.5495408738576247,0.083176377110267,0.0870963589956079,0.0056234132519034,0.0002238721138568,0.0724435960074989,0.9921114141020648,0.9895081054755444,0.9995320940916244,0.9987246886114692,0.9856945856722988,0.966234561884738,0.9822567616500932
Gaia DR3 2128525907175071872,-0.03,-0.04,-0.04,-0.25,-0.05,-0.2,-0.06,0.0,,-0.06,0.01,-0.01,-0.23,,-0.1,0.01,7.24435960074992,15.848931924611174,0.9549925860214368,0.0660693448007595,0.0023988329190194,0.8709635899560796,7.585775750291851,16.59586907437563,1.0471285480508985,0.0691830970918934,0.0025118864315095,0.9120108393559078,0.4570881896148751,0.0602559586074356,0.0630957344480191,0.0041686938347033,0.0001513561248436,0.0549540873857622,0.9851551956815114,0.994728863298146,0.9998442566084752,0.9999716697829906,0.9998048562905968,0.9999164903685558,0.9954511942353972
Gaia DR3 2129299035647555968,0.03,-0.04,0.11,-0.16,-0.03,-0.16,0.01,0.06,,0.03,0.02,0.04,-0.26,,-0.04,0.1,6.918309709189391,21.379620895022324,1.071519305237607,0.0724435960074989,0.0028183829312644,0.9549925860214368,6.456542290346576,19.95262314968879,0.9332543007969906,0.067608297539198,0.0026302679918953,0.8912509381337459,0.3235936569296294,0.0501187233627272,0.0467735141287198,0.003388441561392,0.0001318256738556,0.0446683592150963,0.9108462919909232,0.9480613365586464,0.9796334300474134,0.981999234009958,0.9835981119728212,0.9985672953875258,0.9878894178568446
Gaia DR3 2129520930836942848,-0.04,-0.04,-0.02,-0.18,-0.06,-0.13,-0.07,-0.02,,-0.04,-0.05,-0.06,-0.2,,-0.02,-0.04,7.413102413009192,16.98243652461746,0.9549925860214348,0.0645654229034655,0.0025703957827688,0.8709635899560796,7.762471166286943,17.782794100389264,1.0471285480509007,0.0676082975391982,0.0026915348039269,0.9120108393559097,0.4365158322401665,0.0562341325190347,0.0588843655355588,0.0038018939632056,0.0001513561248436,0.0512861383991363,0.9913398851805,0.9982599738300064,0.9809789536300032,0.9842543119942176,0.9894381366649528,0.999652207784981,0.9930885829509108
Gaia DR3 2129804600536996480,0.01,0.05,0.02,-0.17,-0.06,-0.33,-0.05,0.04,,-0.04,-0.01,0.03,-0.2,,-0.08,0.11,9.120108393559116,18.620871366628656,1.0,0.0741310241300916,0.0025703957827688,0.9772372209558092,9.120108393559116,18.620871366628656,1.0,0.0741310241300916,0.0025703957827688,0.9772372209558092,0.4897788193684477,0.0537031796370253,0.0537031796370253,0.0039810717055349,0.0001380384264602,0.0524807460249772,0.9984010678086288,0.9986775064732578,0.9709717655062932,0.9736622251171748,0.9849007765314928,0.9890673091653552,0.9964068854102835
Gaia DR3 2131133261560058496,-0.01,-0.09,-0.02,-0.24,-0.11,-0.23,-0.08,0.01,,0.01,-0.06,0.02,-0.22,,-0.11,0.04,7.413102413009192,19.054607179632523,1.0471285480509007,0.0776247116628691,0.0032359365692962,1.0471285480509007,7.079457843841388,18.197008586099862,0.9549925860214348,0.0741310241300916,0.0030902954325135,1.0,0.3890451449942804,0.0549540873857623,0.0524807460249771,0.0040738027780411,0.0001698243652461,0.0549540873857623,0.992791539103813,0.9840276038623146,0.9905723237449848,0.9905637654259766,0.9941804613863868,0.9991655192556432,0.9827293475840572
Gaia DR3 2131314401800665344,-0.02,0.0,-0.1,-0.23,-0.05,-0.21,-0.02,0.03,,-0.03,-0.02,-0.03,-0.18,,-0.07,0.11,7.943282347242821,13.803842646028867,1.0471285480509007,0.0707945784384137,0.0025703957827688,0.8912509381337459,7.585775750291836,13.182567385564074,0.9549925860214348,0.067608297539198,0.002454708915685,0.8511380382023759,0.5754399373371566,0.0758577575029183,0.0724435960074989,0.0051286138399136,0.0001862087136662,0.0645654229034655,0.9919738033860516,0.9940476190476192,0.9686237830024234,0.9676921333673268,0.972512560715926,0.9554285396414812,0.977576541612764
Gaia DR3 2131925768924347904,0.12,0.06,0.05,-0.03,0.05,-0.03,0.07,0.16,,0.09,0.14,0.14,0.0,,0.09,0.11,7.24435960074992,15.488166189124858,1.0232929922807557,0.0758577575029183,0.0026915348039269,0.9772372209558112,7.079457843841388,15.135612484362102,0.9772372209558092,0.0741310241300916,0.0026302679918953,0.9549925860214348,0.4677351412871981,0.0660693448007595,0.0645654229034653,0.0048977881936844,0.0001737800828749,0.0630957344480191,0.983680289633085,0.9929589224089947,0.9994485372095984,0.9995186317816288,0.9990680724399812,0.9918279988325712,0.9689447040498442
Gaia DR3 2132552456193741568,0.04,0.04,0.1,-0.12,-0.04,-0.16,-0.0,0.05,,0.02,0.1,0.02,-0.08,,0.0,0.07,8.51138038202376,21.379620895022324,1.071519305237607,0.0724435960074989,0.0028183829312644,1.0,7.943282347242805,19.952623149688787,0.9332543007969906,0.067608297539198,0.0026302679918953,0.9332543007969906,0.3981071705534969,0.0501187233627272,0.0467735141287198,0.003388441561392,0.0001318256738556,0.0467735141287198,0.9581566102543422,0.988530386125108,0.9630710803763746,0.9694099686183596,0.9503598424210364,0.9935284539267673,0.9947237265247596
Gaia DR3 2134950078738454016,0.12,0.03,-0.08,-0.04,0.04,0.02,0.04,0.12,,0.08,0.15,0.12,0.0,,0.09,0.07,6.918309709189363,11.748975549395304,0.9772372209558112,0.0707945784384137,0.0026915348039269,1.0,7.079457843841373,12.02264434617413,1.0232929922807537,0.0724435960074989,0.0027542287033381,1.0232929922807537,0.5888436553555884,0.083176377110267,0.0851138038202375,0.0060255958607435,0.0002290867652767,0.0851138038202375,0.993562978427279,0.9937593898070034,0.9907997169143666,0.9890652557319224,0.9383969198459924,0.9584343609282991,0.9937802349689012
