hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
"Kepler-49","c","Gaia DR2 2053523271244105216","TIC 137555411","Transit",,,,,,,,,,,,,,,,0.267,0.006,-0.006,
"Kepler-52","d","Gaia DR2 2133589776693414016","TIC 399825554","Transit",,,,,,,,,,,,,,,,0.198,0.011,-0.011,
"Kepler-49","b","Gaia DR2 2053523271244105216","TIC 137555411","Transit",7.20349407,0.00006500,-0.00006500,0.059290,0.002270,-0.002270,,,,,,,,,,0.194,0.024,-0.024,
"Kepler-26","c","Gaia DR2 2107317358665730688","TIC 164833065","Transit",17.25204086,0.00025000,-0.00025000,0.107250,0.004930,-0.004930,,,,,,,,,,0.252,0.037,-0.037,
"Kepler-54","b","Gaia DR2 2077974687557384704","TIC 271262203","Transit",8.01280975,0.00016000,-0.00016000,0.061900,0.002460,-0.002460,,,,,,,,,,0.161,0.185,-0.185,
"Kepler-52","c","Gaia DR2 2133589776693414016","TIC 399825554","Transit",16.38522911,0.00070000,-0.00070000,0.103790,0.004440,-0.004440,,,,,,,,,,0.151,0.021,-0.021,
"Kepler-26","d","Gaia DR2 2107317358665730688","TIC 164833065","Transit",3.54387093,0.00007100,-0.00007100,0.037340,0.001720,-0.001720,,,,,,,,,,0.087,0.013,-0.013,
"Kepler-26","b","Gaia DR2 2107317358665730688","TIC 164833065","Transit",12.28300000,,,,,,,,,,,,,,,0.244,0.056,-0.048,34.265000
"Kepler-49","c","Gaia DR2 2053523271244105216","TIC 137555411","Transit",10.91300000,,,,,,,,,,,,,,,0.240,0.023,-0.034,21.948000
"Kepler-49","e","Gaia DR2 2053523271244105216","TIC 137555411","Transit",18.59600000,,,,,,,,,,,,,,,0.175,0.017,-0.024,51.184000
"Kepler-54","c","Gaia DR2 2077974687557384704","TIC 271262203","Transit",12.07200000,,,,,,,,,,,,,,,0.072,0.016,-0.014,6.370000
"Kepler-26","b","Gaia DR2 2107317358665730688","TIC 164833065","Transit",12.28000000,0.00030000,-0.00030000,,,,,,,,,,0.01611,0.00205,-0.00192,0.248,0.010,-0.010,
"Kepler-26","c","Gaia DR2 2107317358665730688","TIC 164833065","Transit",17.25590000,0.00060000,-0.00060000,,,,,,,,,,0.01951,0.00205,-0.00205,0.243,0.011,-0.011,
"Kepler-60","d","Gaia DR2 2102316985943863424","TIC 158923465","Transit",11.89810000,0.00020000,-0.00020000,,,,,,,,,,0.01309,0.00264,-0.00236,0.178,0.014,-0.014,
"Kepler-28","c","Gaia DR2 2125731464014361088","TIC 63122956","Transit",8.98584768,0.00001483,-0.00001483,,,,,,,,,,,,,0.215,0.004,-0.029,
"Kepler-128","c","Gaia DR2 2105318412166111232","TIC 123490545","Transit",7.12600000,,,0.166400,,,,,,,,,,,,0.110,,,
"Kepler-85","b","Gaia DR2 2127398083121764736","TIC 159580705","Transit",8.30537490,0.00003036,-0.00003036,,,,,,,,,,,,,0.189,0.010,-0.034,
"Kepler-57","b","Gaia DR2 2126418658780855296","TIC 270615136","Transit",5.72932862,0.00000589,-0.00000589,,,,,,,,,,,,,0.277,0.028,-0.045,
"Kepler-23","b","Gaia DR2 2135019107451751168","TIC 27083727","Transit",7.10694385,0.00003042,-0.00003042,,,,,,,,,,,,,0.168,0.024,-0.015,
"Kepler-58","c","Gaia DR2 2073274618947678464","TIC 184471242","Transit",15.57363551,0.00009232,-0.00009232,,,,,,,,,,,,,0.366,0.164,-0.083,
"Kepler-345","b","Gaia DR2 2080067749681845504","TIC 271546191","Transit",7.41557859,0.00003316,-0.00003316,,,,,,,,,,,,,0.072,0.004,-0.005,
"Kepler-305","c","Gaia DR2 2073547954981763328","TIC 171879024","Transit",8.29087418,0.00003091,-0.00003091,,,,,,,,,,,,,0.293,0.008,-0.054,
"Kepler-54","d","Gaia DR2 2077974687557384704","TIC 271262203","Transit",20.99589959,0.00007523,-0.00007523,,,,,,,,,,,,,0.121,0.008,-0.008,
"Kepler-24","e","Gaia DR2 2052823535171095296","TIC 122376177","Transit",18.99850923,0.00009537,-0.00009537,,,,,,,,,,,,,0.218,0.030,-0.026,
"Kepler-26","c","Gaia DR2 2107317358665730688","TIC 164833065","Transit",17.25120011,0.00001880,-0.00001880,,,,,,,,,,,,,0.284,0.011,-0.035,
"Kepler-176","b","Gaia DR2 2078286197246582016","TIC 271159950","Transit",5.43312169,0.00001685,-0.00001685,,,,,,,,,,,,,0.121,0.011,-0.007,
"Kepler-58","b","Gaia DR2 2073274618947678464","TIC 184471242","Transit",10.21866016,0.00005103,-0.00005103,,,,,,,,,,,,,0.380,0.163,-0.095,
"Kepler-28","b","Gaia DR2 2125731464014361088","TIC 63122956","Transit",5.91227219,0.00000134,-0.00000134,,,,,,,,,,,,,,,,
"Kepler-52","c","Gaia DR2 2133589776693414016","TIC 399825554","Transit",16.38482024,0.00000390,-0.00000390,,,,,,,,,,,,,,,,
"Kepler-54","b","Gaia DR2 2077974687557384704","TIC 271262203","Transit",8.01080765,0.00000663,-0.00000663,,,,,,,,,,,,,,,,
"Kepler-49","b","Gaia DR2 2053523271244105216","TIC 137555411","Transit",7.20385258,0.00000173,-0.00000173,,,,,,,,,,,,,,,,
"Kepler-52","b","Gaia DR2 2133589776693414016","TIC 399825554","Transit",7.87742645,0.00000248,-0.00000248,,,,,,,,,,,,,,,,
"Kepler-128","b","Gaia DR2 2105318412166111232","TIC 123490545","Transit",15.08967332,0.00001522,-0.00001522,,,,,,,,,,,,,,,,
"Kepler-26","b","Gaia DR2 2107317358665730688","TIC 164833065","Transit",12.28301530,0.00000167,-0.00000167,,,,,,,,,,,,,,,,
"Kepler-128","c","Gaia DR2 2105318412166111232","TIC 123490545","Transit",22.80273125,0.00002785,-0.00002785,,,,,,,,,,,,,,,,
"Kepler-85","c","Gaia DR2 2127398083121764736","TIC 159580705","Transit",12.51374906,0.00001150,-0.00001150,,,,,,,,,,,,,,,,
"Kepler-305","c","Gaia DR2 2073547954981763328","TIC 171879024","Transit",8.29085256,0.00000587,-0.00000587,,,,,,,,,,,,,,,,
"Kepler-58","d","Gaia DR2 2073274618947678464","TIC 184471242","Transit",40.10167463,0.00001013,-0.00001013,,,,,,,,,,,,,,,,
"Kepler-26","c","Gaia DR2 2107317358665730688","TIC 164833065","Transit",17.25118601,0.00000211,-0.00000211,,,,,,,,,,,,,,,,
"Kepler-24","b","Gaia DR2 2052823535171095296","TIC 122376177","Transit",8.14518217,0.00000611,-0.00000611,,,,,,,,,,,,,,,,
"Kepler-57","b","Gaia DR2 2126418658780855296","TIC 270615136","Transit",5.72932402,0.00000106,-0.00000106,,,,,,,,,,,,,,,,
"Kepler-49","e","Gaia DR2 2053523271244105216","TIC 137555411","Transit",18.59626777,0.00000426,-0.00000426,,,,,,,,,,,,,,,,
"WASP-131","b","Gaia DR2 6173451477191225984","TIC 271168962","Transit",5.32201200,0.00000170,-0.00000170,,,,,,,85.000,0.300,-0.300,,,,,,,8.376000
"WASP-132","b","Gaia DR2 6099012478412247296","TIC 127530399","Transit",7.13351400,0.00000400,-0.00000400,0.067000,0.001000,-0.001000,0.070000,0.150000,-0.050000,89.510,0.140,-0.490,,,,0.897,0.030,-0.030,19.030000
"WASP-132","b","Gaia DR2 6099012478412247296","TIC 127530399","Transit",7.13352150,0.00000820,-0.00000820,,,,,,,,,,,,,,,,18.940000
"WASP-139","b","Gaia DR2 4851398799032507776","TIC 159951311","Transit",5.92426710,0.00000190,-0.00000190,,,,,,,,,,,,,,,,
"WASP-140","b","Gaia DR2 5094154336330994688","TIC 178284730","Transit",2.23598350,0.00000080,-0.00000080,0.032300,0.000500,-0.000500,0.047000,0.003500,-0.003500,83.300,0.500,-0.800,2.44000,0.07000,-0.07000,1.440,0.420,-0.180,
"WASP-141","b","Gaia DR2 2980392087185289216","TIC 117979897","Transit",3.31065100,0.00000500,-0.00000500,0.046900,0.000700,-0.000700,0.000000,,,87.600,1.300,-1.300,2.69000,0.15000,-0.15000,1.210,0.080,-0.080,
"WASP-141","b","Gaia DR2 2980392087185289216","TIC 117979897","Transit",3.31066700,0.00000180,-0.00000180,,,,,,,,,,,,,,,,
"WASP-142","b","Gaia DR2 5674618444832114304","TIC 423275733","Transit",2.05286837,0.00000312,-0.00000312,,,,,,,,,,,,,1.573,0.095,-0.095,
"HATS-33","b","Gaia DR2 6640975950310072960","TIC 360742636","Transit",2.54955510,0.00000610,-0.00000610,0.037270,0.000370,-0.000370,0.080000,,,87.620,0.920,-0.920,1.19200,0.05300,-0.05300,1.230,0.112,-0.081,7.830000
"HATS-35","b","Gaia DR2 6441034841743467776","TIC 339522221","Transit",1.82100088,0.00000028,-0.00000028,,,,,,,86.900,1.300,-1.300,,,,,,,4.790000
"WASP-127","b","Gaia DR2 3778075717162985600","TIC 169226822","Transit",4.17806513,0.00000057,-0.00000057,,,,,,,88.200,1.100,-0.900,,,,,,,7.950000
"WASP-136","b","Gaia DR2 2441013811932929280","TIC 176220787","Transit",5.21535450,0.00000360,-0.00000360,,,,,,,84.700,1.600,-1.300,,,,,,,6.390000
"WASP-138","b","Gaia DR2 2498515516990171392","TIC 35857242","Transit",3.63443650,0.00000250,-0.00000250,,,,,,,,,,,,,,,,
"XO-6","b","Gaia DR2 1114308481600798336","TIC 138168780","Transit",3.76499160,0.00000340,-0.00000350,,,,,,,,,,,,,,,,8.170000
"XO-6","b","Gaia DR2 1114308481600798336","TIC 138168780","Transit",3.76499210,0.00000050,-0.00000050,,,,,,,,,,,,,1.583,0.065,-0.065,
"WASP-53","c","Gaia DR2 5136559128264765184","TIC 268766053","Radial Velocity",2840.00000000,170.00000000,-130.00000000,3.730000,0.160000,-0.140000,0.836900,0.006900,-0.007000,,,,16.35000,0.85000,-0.82000,,,,
"WASP-53","b","Gaia DR2 5136559128264765184","TIC 268766053","Transit",3.30984278,0.00000026,-0.00000026,,,,,,,87.080,0.160,-0.150,,,,,,,11.050000
"WASP-53","b","Gaia DR2 5136559128264765184","TIC 268766053","Transit",3.30984360,0.00000050,-0.00000050,,,,,,,,,,,,,,,,
"WASP-81","b","Gaia DR2 4244243354278985472","TIC 399402994","Transit",2.71648416,0.00000040,-0.00000040,,,,,,,88.700,0.900,-0.900,,,,,,,6.560000
"WASP-81","b","Gaia DR2 4244243354278985472","TIC 399402994","Transit",2.71647620,0.00000230,-0.00000230,0.039080,0.000700,-0.000720,0.066000,,,88.690,0.880,-0.920,0.72900,0.03600,-0.03500,1.429,0.051,-0.046,6.560000
"WASP-81","b","Gaia DR2 4244243354278985472","TIC 399402994","Transit",2.71612982,0.00018054,-0.00018054,,,,,,,,,,,,,1.298,0.071,-0.071,
"KELT-16","b","Gaia DR2 1864885215233116032","TIC 236445129","Transit",0.96899285,0.00000011,-0.00000011,,,,,,,,,,,,,,,,
"KELT-16","b","Gaia DR2 1864885215233116032","TIC 236445129","Transit",0.96899296,0.00000010,-0.00000010,,,,,,,84.400,3.000,-2.300,,,,,,,3.230000
"HATS-24","b","Gaia DR2 5911182735242698496","TIC 380589029","Transit",1.34849689,0.00000027,-0.00000027,,,,,,,86.600,1.200,-1.200,,,,,,,4.670000
"Qatar-4","b","Gaia DR2 385697172809355392","TIC 440113053","Transit",1.80536460,0.00000060,-0.00000060,,,,,,,,,,,,,,,,
"Qatar-5","b","Gaia DR2 382111248777193216","TIC 190998418","Transit",2.87931050,0.00000250,-0.00000250,,,,,,,,,,,,,,,,
"Qatar-5","b","Gaia DR2 382111248777193216","TIC 190998418","Transit",2.87923190,,,0.041270,0.000670,-0.000670,0.000000,,,88.740,0.870,-0.870,4.32000,0.18000,-0.18000,1.107,0.064,-0.064,8.270000
"KELT-12","b","Gaia DR2 4608935250790855296","TIC 116242971","Transit",5.03161700,0.00002900,-0.00002800,,,,,,,,,,,,,,,,6.460000
"WASP-167","b","Gaia DR2 6154982877299042944","TIC 104024556","Transit",2.02195830,0.00000180,-0.00000180,,,,,,,,,,,,,1.798,0.080,-0.080,
