HIP,X,Y,Z,Exo,Discovery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
3574,0.50433501,-1.121510523,136.9807819,1, Radial Velocity,1,2.3,1.72,0.25,nan,-0.04,0.02,0.09,0.12,0.06,0.07,0.13,0.16,0.14,0.18,0.11,0.21,0.26,0.16,0.3
37826,9.999188825,0.920056559,2.542869061,1, Radial Velocity,1,2.3,2.1,0.15,-2.4,-0.07,0.03,0.19,0.19,0.15,0.21,0.1,-0.03,0.13,0.06,0.08,0.17,0.17,0.12,0.21
110813,1.646499126,1.157165238,131.0461473,1, Radial Velocity,1,2.3,1.15,-0.09,nan,-0.25,-0.13,-0.24,-0.03,-0.05,-0.09,-0.06,-0.2,-0.05,-0.12,-0.16,-0.16,-0.12,-0.11,0.17
87601,-12.64508453,-66.79013601,-10.76113582,1, Radial Velocity,2,2.29,1.09,0.19,nan,0.14,0.13,0.04,0.14,0.09,0.13,0.19,nan,0.15,0.14,0.16,0.07,nan,0.19,0.18
113020,0.370454558,0.451532478,-4.652153108,1, Radial Velocity,4,2.2756,0.33,-0.94,nan,nan,nan,-1.43,0.67,0.58,2.2,0.05,0.26,0.21,-0.01,1.17,1.75,2.1,1.72,0.59
42282,77.85006355,43.91266181,46.39536161,1, Radial Velocity,2,2.25,1.01,0.29,nan,0.35,0.14,0.22,0.34,0.33,0.28,0.2,0.28,0.34,0.29,0.22,0.24,0.38,0.29,0.23
31039,2.339372294,0.741762687,55.74958035,1, Radial Velocity,1,2.21,1.7,-0.04,nan,-0.24,-0.2,-0.17,-0.08,-0.15,-0.21,-0.02,nan,-0.07,-0.09,-0.03,-0.06,nan,0.01,0.21
72845,-86.08755749,-25.94867386,-63.38784689,1, Radial Velocity,1,2.2,1.61,0.23,nan,-0.08,-0.07,0.1,0.11,0.09,0,0.18,nan,0.14,0.11,0.19,0.22,nan,0.26,0.31
9683,32.33107994,-9.044387535,9.726227918,1, Radial Velocity,2,2.176,1.02,0.4,-1.77,0.33,0.2,0.41,0.41,0.42,0.35,0.3,0.53,0.36,0.38,0.33,0.39,0.55,0.39,0.38
3502,-0.389882021,2.19517055,77.1878847,1, Radial Velocity,2,2.17,1.13,0.42,nan,0.47,0.15,0.43,0.38,0.42,0.41,0.35,0.52,0.42,0.36,0.38,0.43,0.53,0.45,0.27
12653,-14.46370731,2.970269994,-8.757720647,1, Radial Velocity,1,2.13,0,0.22,-0.7,0.27,0.09,0.16,0.18,0.12,0.18,0.24,0.3,0.22,0.25,0.18,0.11,0.21,0.18,0.34
66192,64.67032589,-53.6568607,-28.0006519,1, Radial Velocity,1,2.13,1.23,0.23,-0.69,0.32,0.24,0.26,0.25,0.27,0.21,0.21,0.23,0.2,0.13,0.17,0.21,0.3,0.24,0.23
86375,25.78423515,29.64961537,43.58962147,1, Radial Velocity,2,2.1,1.09,-0.06,-1.27,-0.01,-0.11,0.01,0.03,0,-0.02,0.01,-0.05,0.02,-0.03,-0.06,-0.19,-0.04,-0.06,-0.02
74961,55.74726543,26.21472089,-76.51485257,1, Radial Velocity,1,2,1.33,-0.07,nan,-0.1,-0.08,-0.07,0.05,0.04,-0.03,-0.08,-0.12,-0.02,-0.05,-0.16,-0.03,-0.03,-0.08,nan
77655,-8.002050403,11.26044096,-27.18902235,1, Radial Velocity,1,2,1.47,0.14,nan,0.05,0.16,0.15,0.18,0.26,0.18,0.13,0.22,0.17,0.26,0.08,0.27,0.28,0.25,0.19
15578,-31.16019235,2.763261699,-34.01231428,1, Radial Velocity,1,1.99,0.78,0.08,nan,-0.01,nan,0.3,0.23,0.37,0.08,0.12,0.6,0.33,0.63,0.09,-0.04,0.27,0.12,nan
50887,16.88023653,-44.95336522,-60.77993888,1, Radial Velocity,2,1.99,1.54,-0.05,nan,-0.18,-0.38,-0.08,0.15,0.04,0,-0.02,-0.08,0.05,0.01,-0.09,-0.04,-0.02,-0.04,nan
97336,-6.613687239,-47.34604471,6.624557074,1, Radial Velocity,2,1.99,1,0.14,-2.4,0.16,0.02,0.08,0.13,0.08,0.09,0.12,0.23,0.13,0.08,0.09,0.07,0.18,0.12,0.09
40952,-11.33916413,3.45591646,-25.44000038,1, Radial Velocity,1,1.97,1.05,0.2,-2.53,0.26,0.15,0.27,0.24,0.23,0.21,0.2,0.34,0.24,0.21,0.19,0.19,0.33,0.26,0.17
24275,67.87094378,-27.85749949,-69.2817018,1, Radial Velocity,2,1.96,1.78,0.25,-2.89,0.02,0.09,0.45,0.39,0.41,0.36,0.25,0.3,0.27,0.27,0.28,0.34,0.39,0.32,0.28
47007,17.30621785,-17.88585061,11.6331826,1, Radial Velocity,2,1.959,1.2,0.3,-0.81,0.29,0.18,0.3,0.25,0.22,0.26,0.27,0.34,0.27,0.24,0.26,0.23,0.31,0.31,0.25
77783,-91.08601724,52.92885588,29.97467327,1, Radial Velocity,1,1.9,1.69,0.12,nan,nan,0.12,nan,0.11,0.06,nan,0.13,nan,0.19,nan,nan,nan,nan,nan,nan
99115,-30.96665195,-7.549931055,47.58518235,1, Radial Velocity,1,1.9,1.1,0.25,nan,0.37,0.26,0.26,0.32,0.36,0.29,0.26,0.35,0.38,0.36,0.26,0.2,0.38,0.3,nan
109577,-51.88086077,2.3328228,-17.94138474,1, Radial Velocity,1,1.9,1.68,0.1,-3.04,-0.09,-0.08,0.04,0.14,0.11,0.09,0.05,0.05,0.09,0.08,0.04,0.15,0.18,0.09,0.27
116616,-12.81683383,6.992095967,-46.84527583,1, Radial Velocity,1,1.9,1.13,-0.14,-2.24,0.32,-0.02,-0.19,-0.07,-0.13,-0.08,-0.11,0.22,-0.19,-0.29,-0.09,-0.4,-0.11,-0.2,0.14
10626,-40.48685711,15.25962301,-9.170252958,1, Radial Velocity,1,1.88,1.02,0.07,-1.61,0.13,0.04,0.01,0.06,-0.01,0.06,0.06,nan,0.08,0.07,0.03,-0.08,nan,0.06,0.05
65808,-5.068848665,-16.7329242,28.04309863,1, Radial Velocity,1,1.88,1.08,0.26,nan,0.3,0.14,0.23,0.24,0.25,0.23,0.22,0.31,0.27,0.21,0.23,0.2,0.35,0.27,0.16
42214,-6.926400204,-2.07527413,37.06567661,1, Radial Velocity,1,1.87,1.05,0.27,nan,0.28,0.15,0.32,0.25,0.29,0.29,0.27,0.36,0.34,0.4,0.29,0.19,0.35,0.3,0.22
40687,5.171707094,-9.493232049,-53.44320346,1, Radial Velocity,1,1.86,1.18,0.37,-1.08,0.34,0.23,0.45,0.39,0.37,0.35,0.32,0.52,0.36,0.38,0.3,0.41,0.46,0.4,0.42
104202,45.86785316,-33.80109507,-44.34837994,1, Radial Velocity,2,1.85,1.44,-0.07,nan,-0.3,-0.08,-0.18,-0.05,-0.07,-0.13,-0.08,-0.12,-0.01,-0.15,-0.14,-0.15,-0.08,-0.13,0.13
116727,8.564796465,-1.404549834,11.11524701,1, Radial Velocity,1,1.85,1.4,0.21,-2.77,0.14,0.17,0.26,0.27,0.3,0.27,0.13,0.27,0.24,0.33,0.22,0.24,0.47,0.27,0.03
7245,6.494263434,27.94097126,-43.79816887,1, Radial Velocity,2,1.82,1,0.13,-1.43,0.08,0,-0.01,0.06,0.01,0.06,0.13,0.21,0.09,0.09,0.1,0.03,nan,0.09,0.17
113137,-5.117552702,-14.48674213,-21.89169587,1, Radial Velocity,1,1.82,1.15,0.29,-1.34,0.35,0.16,0.29,0.28,0.3,0.25,0.25,0.43,0.28,0.23,0.24,0.19,0.4,0.29,0.26
86796,-0.022582085,0.035096485,-15.51103429,1, Radial Velocity,4,1.814,1.08,0.31,-2.22,0.36,0.22,0.35,0.36,0.33,0.3,0.28,0.4,0.33,0.29,0.29,0.26,0.41,0.34,0.22
6643,32.91532447,-27.1492933,-12.86013997,1, Radial Velocity,1,1.8,1.12,0.03,-0.74,0.11,0.03,-0.04,0.06,0,0,0.05,0.07,0.04,-0.07,-0.04,-0.22,0.05,0,0.06
9884,-1.857439228,-0.735282992,-20.07842895,1, Radial Velocity,1,1.8,1.5,-0.09,-3.59,-0.24,0.01,-0.06,0,0.11,-0.03,-0.23,-0.1,-0.1,-0.11,-0.13,-0.12,0.01,-0.12,-0.09
22491,-80.98762769,-26.6357767,81.67367795,1, Radial Velocity,1,1.8,1.35,0.03,nan,-0.23,-0.19,-0.1,-0.03,-0.08,-0.11,-0.06,-0.07,-0.03,-0.01,-0.1,-0.07,0.04,-0.03,0.12
85294,45.23655663,37.10517849,85.53012914,1, Radial Velocity,1,1.8,1.65,0.43,nan,nan,nan,0.44,0.34,0.38,0.34,0.24,0.23,0.35,0.7,0.22,0.54,0.65,0.35,nan
30860,-14.4710146,2.914979597,46.59336717,1, Radial Velocity,1,1.79,1.02,0.33,nan,0.25,0.19,0.2,0.35,0.31,0.28,0.28,0.41,0.31,0.24,0.26,0.19,0.38,0.29,0.29
49699,-3.223087247,-17.00586263,5.642157284,1, Radial Velocity,1,1.78,0,0.11,nan,0.5,0.04,0.13,0.1,0.27,0.11,0.1,0.26,0.09,0.22,0.1,0.14,0.3,0.1,-0.02
50473,-25.69832408,-19.59028137,1.77364118,1, Radial Velocity,1,1.78,0,-0.08,-1.1,nan,0.07,-0.19,-0.02,-0.15,-0.12,-0.06,-0.01,-0.06,-0.2,-0.15,-0.14,-0.09,-0.16,nan
4297,29.97936864,74.77159266,81.25008529,1, Radial Velocity,2,1.76,1.51,0.13,nan,0,-0.02,0.08,0.11,0.19,0.1,0.04,0.08,0.08,0.05,0.01,0.26,0.14,0.12,0.18
32970,29.09928675,-22.76745667,-27.61218216,1, Radial Velocity,1,1.71,1.24,0.35,-0.62,0.27,0.21,0.38,0.3,0.29,0.31,0.29,0.37,0.27,0.26,0.25,0.33,0.37,0.39,0.28
56508,1.447133514,2.149230056,122.2219279,1, Radial Velocity,1,1.7,2.4,0.13,-2.54,-0.17,-0.06,0.24,0.19,0.3,0.25,0.18,0.11,0.1,0.06,0.14,0.06,0.1,0.12,0.13
77578,-18.33969436,45.54685629,67.93612384,1, Radial Velocity,1,1.7,2.17,-0.09,-3.15,-0.21,-0.24,-0.01,0.07,-0.01,0.03,-0.11,-0.1,-0.08,-0.17,-0.16,-0.22,-0.11,-0.14,-0.11
89047,24.77208079,-20.32798285,-38.67518479,1, Radial Velocity,1,1.7,1.5,0.07,nan,-0.05,0.06,0.01,0.14,0.12,0.11,0.01,0.03,0.11,0.17,0,0.18,0.16,0.04,nan
96901,20.28728915,3.218962344,5.29837821,1, Radial Velocity,1,1.68,0.99,0.1,-2.29,0.13,0.01,0.06,0.16,0.12,0.07,0.09,0.22,0.12,0.06,0.05,-0.01,0.16,0.08,0.05
78169,-23.6164994,-18.30911951,16.70515272,1, Radial Velocity,1,1.62,1.03,0.22,-1.21,0.15,nan,0.05,nan,nan,0.13,0.18,nan,0.23,0.32,0.2,0.1,0.21,0.14,nan
116221,11.16384246,53.33327695,18.27228555,1, Radial Velocity,1,1.61,1.19,0.34,nan,0.34,0.19,0.45,0.37,0.35,0.34,0.28,0.28,0.29,0.3,0.26,0.31,0.38,0.33,0.49
2611,4.012704653,-8.544945399,-113.7642451,1, Radial Velocity,1,1.6,2.54,0.04,-3.08,-0.15,0.02,0.13,0.19,0.25,0.19,0.13,0.09,0.08,0.04,0.08,0.03,0.11,0.07,-0.02
94951,-0.293762916,-0.300762321,109.5282183,1, Radial Velocity,1,1.6,1.52,0.07,nan,-0.12,0.02,0.01,0.09,0.08,0.08,0.03,-0.02,0.06,0.08,-0.03,0.14,0.12,0.07,0.21
74500,-14.67445709,21.21867965,-4.599303329,1, Radial Velocity,2,1.59,1.1,0.3,-2.27,0.35,0.23,0.38,0.34,0.33,0.3,0.27,0.43,0.31,0.27,0.26,0.25,0.44,0.35,0.28
3391,-8.122964725,-41.51025699,-12.31140877,1, Radial Velocity,1,1.56,0.99,0.24,-2.75,0.21,0,0.23,0.25,0.22,0.24,0.19,0.32,0.22,0.01,0.2,0.11,0.32,0.26,0.1
5301,6.521467149,19.26089261,-50.94624115,1, Radial Velocity,1,1.56,0.96,-0.06,nan,-0.01,-0.07,-0.1,-0.03,-0.07,-0.04,-0.01,-0.01,0.01,-0.07,-0.08,-0.18,-0.04,-0.05,-0.11
19921,-4.688407352,-16.21475902,-6.908837024,1, Radial Velocity,1,1.56,1.23,0.46,nan,0.4,0.25,0.47,0.4,0.67,0.34,0.2,0.44,0.45,0.83,0.27,0.78,0.67,0.4,nan
16537,3.166827346,-0.550080758,0.107807931,1, Radial Velocity,1,1.55,0.83,-0.03,-3.03,0.05,-0.07,-0.13,-0.02,-0.07,-0.09,-0.05,0,0.02,-0.03,-0.03,-0.2,-0.03,-0.12,-0.07
86620,0.625221531,-22.94115981,2.280751715,1, Radial Velocity,1,1.53,1.19,0.03,-0.62,-0.02,0.17,0,0.09,-0.07,0.05,0.17,0.54,0.12,0.03,0.09,-0.12,0.21,0.04,0.23
17054,11.82275324,90.61340483,37.34189199,1, Radial Velocity,1,1.5,1.13,0.38,nan,0.4,0.3,0.58,0.51,0.15,0.42,0.22,0.7,0.38,0.4,0.36,0.32,0.69,0.5,nan
48711,14.94224919,73.40025193,58.96378935,1, Radial Velocity,1,1.5,1.21,0.22,-1.43,0.23,0.19,0.2,0.17,0.19,0.19,0.21,0.25,0.17,0.14,0.17,0.17,0.33,0.26,0.25
75049,14.36481993,12.09263753,-80.62375383,1, Radial Velocity,1,1.5,2.13,-0.14,-2.95,-0.27,-0.05,-0.17,0.01,0.02,-0.05,-0.14,-0.09,-0.13,-0.2,-0.21,-0.29,-0.04,-0.21,-0.25
97769,50.98316814,-23.53759294,9.85536993,1, Radial Velocity,1,1.5,1.09,0.32,nan,0.26,0.12,0.4,0.32,0.33,0.28,0.23,0.43,0.28,0.23,0.28,0.26,0.43,0.34,0.22
93746,-37.45521186,-18.17313467,41.85220195,1, Radial Velocity,2,1.49,1.47,0.51,-2.64,0.48,0.38,0.51,0.54,0.61,0.4,0.23,0.56,0.44,0.78,0.35,0.74,0.65,0.54,0.27
31895,-11.24443798,6.495994017,84.4039618,1, Radial Velocity,1,1.47,1.28,0.5,nan,0.37,nan,0.68,0.4,0.44,0.44,0.38,0.54,0.47,0.49,0.43,0.49,0.56,0.52,nan
20199,10.15290405,-17.05573872,40.9377298,1, Radial Velocity,1,1.45,0.94,-0.12,nan,nan,0.02,-0.22,0.04,-0.02,-0.1,-0.06,0.05,0,-0.18,-0.16,-0.35,-0.04,-0.17,-0.15
115697,-35.09275762,8.740072153,35.8044853,1, Radial Velocity,1,1.45,0,0.12,-0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15527,-28.78727121,7.397959127,19.45549481,1, Radial Velocity,1,1.43,1.02,-0.02,-2.61,-0.03,-0.07,-0.13,0.01,-0.03,-0.04,0.02,0.03,0,-0.1,-0.07,-0.21,-0.05,-0.08,-0.16
4552,18.96994344,-42.25451038,32.12865309,1, Radial Velocity,1,1.4,1.55,0.21,nan,-0.1,-0.15,0.19,0.15,0.12,0.09,0.16,0.22,0.19,0.25,0.16,0.35,0.34,0.23,0.29
55994,-101.6438147,79.18954123,-1.998033373,1, Radial Velocity,1,1.4,1.72,0.15,nan,-0.16,-0.14,-0.08,0.02,-0.06,-0.08,0.12,nan,0.05,0,0.09,0.11,nan,0.14,0.31
22336,-21.537921,2.286988064,15.12971357,1, Radial Velocity,1,1.373,1.23,0.25,-0.49,0.23,0.15,0.25,0.34,0.3,0.24,0.28,0.34,0.28,0.22,0.24,0.13,0.34,0.27,0.24
14954,-3.97553027,-7.248348108,-21.01055619,1, Radial Velocity,1,1.37,1.37,0.25,-1.27,0.31,0.22,0.32,0.25,0.21,0.24,0.27,0.38,0.25,0.18,0.22,0.2,0.32,0.26,0.32
106824,-59.39656237,-83.21964199,-34.03615577,1, Radial Velocity,1,1.37,1.22,0.22,-0.57,0.11,0.11,0.12,0.18,0.13,0.22,0.23,nan,0.24,0.24,0.2,nan,0.19,0.24,nan
81022,30.50227775,0.821095873,54.01153352,1, Radial Velocity,1,1.36,1.1,0.3,-1.41,0.37,0.21,0.29,0.36,0.33,0.3,0.3,0.49,0.25,0.23,0.28,0.21,0.42,0.35,0.3
45406,-7.226965078,-4.525240822,-45.3088293,1, Radial Velocity,1,1.34,0,0.2,nan,0.16,0.02,0.11,0.16,0.11,0.17,0.18,nan,0.14,0.19,0.18,0.14,nan,0.22,0.17
77301,16.08484504,32.01029311,4.962345509,1, Radial Velocity,4,1.33,1.07,0.32,nan,0.27,0.26,0.2,0.29,0.28,0.3,0.32,nan,0.3,0.3,0.3,0.23,nan,0.35,0.26
23844,1.338825868,18.84846672,-124.5189993,1, Radial Velocity,1,1.3,1.48,0.16,nan,-0.09,-0.04,0.03,0.07,0.01,0.03,0.05,0.04,0.07,0.12,0.05,0.09,0.19,0.1,0.27
61028,-25.02722424,30.51534425,-48.61472567,1, Radial Velocity,2,1.29,0.95,0.28,-2.28,0.24,0.09,0.17,0.42,0.27,0.19,0.17,0.35,0.26,0.25,0.23,0.24,0.32,0.25,0.29
109378,5.237635427,-3.855783663,-20.55669212,1, Radial Velocity,1,1.29,1.01,0.26,-2.48,0.29,0.21,0.22,0.32,0.32,0.25,0.2,0.32,0.33,0.27,0.22,0.17,0.35,0.24,0.3
38558,14.02769481,-19.9377813,-25.90860364,1, Radial Velocity,2,1.26,0.92,-0.12,-2.06,-0.13,-0.16,-0.17,-0.09,-0.15,-0.15,-0.08,-0.14,-0.06,-0.14,-0.13,-0.31,-0.14,-0.18,-0.03
113044,1.768798842,2.601354513,32.4637306,1, Radial Velocity,1,1.26,1.3,0.25,-0.61,0.3,0.16,0.3,0.25,0.25,0.24,0.22,0.33,0.26,0.19,0.22,0.17,0.29,0.29,0.28
64295,24.58992399,-6.383634723,13.7627196,1, Radial Velocity,1,1.24,0.68,-0.03,nan,0,0.08,-0.01,0.03,0.13,-0.04,-0.01,0.43,0.23,0.38,0,-0.14,0.08,-0.02,nan
68162,-15.59354257,36.17391772,21.9736265,1, Radial Velocity,1,1.22,1.18,0.16,-0.71,0.15,0.07,0.06,0.13,0.09,0.13,0.14,0.21,0.2,0.13,0.15,0.01,0.11,0.15,0.25
80337,0.562402898,0.804886675,-12.74013711,1, Radial Velocity,1,1.21,1.11,0.08,-1.27,0.12,0.04,-0.11,0.04,0.01,0.01,0.14,0.11,0.12,0.07,0.06,-0.16,0.06,0.01,0.21
53666,-5.104572881,-21.35539938,137.337938,1, Radial Velocity,1,1.2,1.58,0.1,nan,-0.1,-0.1,-0.02,0.14,0.11,0.09,0.09,0.05,0.1,0.1,0,0.15,0.11,0.07,0.31
20606,-49.79429564,-12.08431431,-19.07403252,1, Radial Velocity,1,1.16,1.06,0.37,nan,0.5,0.31,0.57,0.42,0.46,0.39,0.33,0.48,0.44,0.49,0.4,0.36,0.53,0.43,nan
56572,-0.825333823,-1.986984252,49.55648947,1, Radial Velocity,1,1.16,1.01,0.26,nan,0.35,0.21,0.4,0.33,0.34,0.34,0.26,0.36,0.35,0.43,0.28,0.29,0.42,0.35,nan
43569,27.60826762,62.21799526,53.62660882,1, Radial Velocity,1,1.15,1.41,0.25,nan,0.12,0.1,0.17,0.19,0.21,0.1,0.25,nan,0.2,0.18,0.24,0.26,nan,0.32,0.25
72339,-11.98528548,28.00408232,-8.796600783,1, Radial Velocity,1,1.15,0.92,0.08,-2.69,0.06,-0.04,-0.03,0.09,0.04,0.02,0.05,0.15,0.08,0.09,0.04,-0.01,0.13,0.01,0.07
5806,12.45711909,-2.877210349,36.76612882,1, Radial Velocity,1,1.11,1.05,-0.1,-0.73,-0.07,-0.09,-0.15,-0.1,-0.19,-0.09,-0.02,-0.03,-0.03,-0.13,-0.1,-0.28,-0.14,-0.12,0
42446,-39.7416123,-63.3939915,31.12629727,1, Radial Velocity,1,1.103,1.23,0.31,nan,0.35,0.14,0.27,0.28,0.33,0.31,0.21,0.42,0.38,0.49,0.23,0.53,0.51,0.33,0.15
64457,12.66736906,3.402909398,-15.75488413,1, Radial Velocity,1,1.1,0.85,0.14,-3.4,0.31,0.07,0.19,0.17,0.17,0.1,0.09,0.28,0.22,0.32,0.11,0.07,0.29,0.1,0.01
96078,56.40042038,64.08078824,-82.16425108,1, Radial Velocity,1,1.08,1.14,0.04,-0.6,0.13,0.09,0.01,0.01,-0.06,0.02,0.06,0.43,0.04,0.03,0.03,-0.11,0.23,0.03,0.18
115662,-8.00439402,3.267240942,-43.71659553,1, Radial Velocity,1,1.06,1.04,0.01,-1.48,-0.01,-0.01,-0.04,0.09,-0.03,-0.01,0.01,0.18,0.04,-0.06,-0.01,-0.1,0.08,0.01,0.01
33719,-2.948330284,-17.39259802,22.96748287,1, Radial Velocity,1,1.05,1.18,0.24,-0.5,0.23,0.14,0.2,0.22,0.16,0.23,0.26,0.31,0.22,0.19,0.21,0.11,0.22,0.24,0.25
78459,-0.378626059,-5.386557752,16.36770888,1, Radial Velocity,2,1.0449,0.89,-0.17,-1.9,-0.04,-0.02,-0.25,-0.03,-0.07,-0.15,-0.12,-0.02,-0.05,-0.14,-0.24,-0.49,-0.14,-0.2,-0.19
57820,-19.60683239,54.75372768,112.0707465,1, Radial Velocity,1,0.96,1.68,0.18,nan,0.1,-0.04,0.08,0.18,0.21,0.22,0.11,0.09,0.14,0.11,0.11,0.35,0.17,0.25,0.36
80687,-19.1138619,34.79171615,-43.69163877,1, Radial Velocity,1,0.96,0,0.16,nan,-0.02,0.2,0.12,0.13,0.16,0.13,0.05,0.06,0.16,0.26,0.04,0.26,0.18,0.14,nan
18387,28.80115394,-26.04002545,-38.91901775,1, Radial Velocity,1,0.95,1.09,-0.1,-0.73,-0.02,-0.04,-0.04,-0.05,-0.24,-0.08,-0.01,-0.04,-0.03,-0.12,-0.08,-0.27,-0.15,-0.11,nan
83389,7.035087104,17.18506564,0.81917165,1, Radial Velocity,1,0.947,0,-0.06,nan,0,-0.11,-0.2,-0.07,-0.14,-0.13,-0.09,-0.05,-0.07,-0.13,-0.09,-0.3,-0.02,-0.14,-0.09
7978,-14.54474242,-7.734122832,5.706970451,1, Radial Velocity,1,0.94,1.11,0.01,-0.48,0.06,-0.04,-0.13,-0.02,-0.13,-0.05,0.05,0.06,-0.02,-0.05,-0.05,-0.16,-0.05,-0.06,0.16
96507,-26.03269126,41.51393371,-11.25259275,1, Radial Velocity,1,0.94,1.28,0.18,-0.79,0.13,0.22,0.19,0.2,0.17,0.18,0.21,0.3,0.2,0.1,0.11,0.09,0.17,0.18,0.35
48739,-2.321665543,-22.94772613,38.69196063,1, Radial Velocity,1,0.92,1.06,-0.02,-1.11,-0.02,nan,-0.16,nan,-0.12,-0.06,-0.19,nan,-0.03,-0.17,nan,nan,-0.22,-0.11,nan
94645,15.79033387,-2.199129577,22.46626414,1, Radial Velocity,1,0.916,1.21,0.24,-0.69,0.28,0.14,0.14,0.15,0.13,0.18,0.25,0.3,0.2,0.19,0.2,0.12,0.23,0.2,0.25
80680,15.75640679,-32.05685456,-37.23722761,1, Radial Velocity,1,0.85,1.22,0.26,-0.35,0.26,0.11,0.32,0.22,0.07,0.29,0.25,0.33,0.34,0.22,0.24,0.19,0.26,0.3,nan
83949,-15.56789803,3.411237303,41.13147771,1, Radial Velocity,2,0.85,0,-0.6,-1.31,nan,-0.09,-0.53,-0.37,-0.45,-0.48,-0.45,-0.28,-0.46,-0.53,-0.59,-0.88,-0.53,-0.54,nan
3479,0.690108616,-5.994594,-31.80559059,1, Radial Velocity,1,0.804,0.87,-0.23,nan,-0.07,-0.24,-0.28,-0.16,-0.16,-0.22,-0.21,-0.13,-0.14,-0.24,-0.26,-0.44,-0.19,-0.26,-0.31
24681,-14.18562325,-17.19261534,40.77369749,1, Radial Velocity,1,0.79,1.07,0.18,-1.48,0.25,0.08,0.11,0.22,0.1,0.12,0.16,0.33,0.17,0.09,0.1,0.02,0.31,0.15,0.05
101948,2.229909545,-4.72848902,-31.905595,1, Radial Velocity,1,0.79,0,-0.13,-0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97546,-21.46347461,38.28202821,-3.57094555,1, Radial Velocity,1,0.75,1.22,0.13,-0.64,0.1,-0.01,0.06,0.13,0.02,0.09,0.11,0.2,0.14,-0.05,0.01,-0.02,0.1,0.1,nan
84787,5.617979599,-5.646130297,54.21253545,1, Radial Velocity,1,0.74,1.25,-0.08,nan,0,-0.11,-0.02,-0.05,-0.11,-0.06,-0.02,-0.02,-0.02,-0.13,-0.11,-0.3,-0.12,-0.11,nan
99711,-4.116717457,11.79445638,-14.7329312,1, Radial Velocity,1,0.733,0.81,0.08,-3.16,0.23,0.04,-0.06,0.02,0.04,0.04,0,0.13,0.1,0.13,0.03,-0.01,0.18,0.01,0.04
107985,4.950195745,33.75498344,-42.41978368,1, Radial Velocity,2,0.73,0.94,0.16,nan,0.16,0.01,0.11,0.14,0.1,0.15,0.17,0.23,0.17,0.19,0.17,0.06,0.2,0.17,0.13
118319,23.05886901,-86.14152636,41.65867702,1, Radial Velocity,1,0.71,1.33,0.29,-1.29,0.26,0.19,0.3,0.29,0.23,0.25,0.2,0.33,0.25,0.2,0.19,0.23,0.3,0.33,0.31
23884,-0.180371933,13.34144428,33.85576533,1, Radial Velocity,1,0.7,0.94,0.12,-2.52,0.05,0.05,0.07,0.06,0.02,0.09,0.06,nan,0.09,0.1,0.05,-0.04,nan,0.1,0.02
26381,8.728621543,-5.502052289,32.05011317,1, Radial Velocity,3,0.696,0.85,-0.37,-2.79,-0.06,-0.04,-0.42,-0.07,-0.19,-0.24,-0.29,-0.11,-0.11,-0.28,-0.45,-0.74,-0.21,-0.39,-0.43
6511,22.26284803,-42.28588854,21.85464192,1, Radial Velocity,1,0.68,1.13,0.05,-0.63,0.09,0.11,0.11,0.08,0.01,0.06,0.11,0.1,0.1,0.03,0.05,-0.07,0.01,0.06,nan
54195,55.27455508,-10.71631539,66.26704172,1, Radial Velocity,1,0.68,1.31,0.37,nan,0.3,0.24,0.4,0.39,0.4,0.37,0.3,0.34,0.32,0.28,0.29,0.41,0.38,0.42,0.37
90593,27.10316939,29.97808761,-47.98379904,1, Radial Velocity,1,0.67,1.14,0.34,-2.06,0.33,0.19,0.38,0.32,0.35,0.31,0.29,0.47,0.32,0.28,0.28,0.25,0.5,0.38,0.22
30579,-18.19220977,27.07764215,-2.123316024,1, Radial Velocity,2,0.6579,0,-0.16,nan,-0.07,-0.21,-0.07,-0.04,-0.05,-0.09,-0.09,-0.07,-0.01,-0.04,-0.12,-0.25,-0.09,-0.13,nan
113238,-0.050195037,-1.606895643,-35.53818305,1, Radial Velocity,1,0.65,0.9,0.27,-2.66,0.32,0.14,0.44,0.35,0.38,0.32,0.24,0.42,0.38,0.5,0.27,0.35,0.48,0.36,0.32
38041,16.41455025,14.32768066,25.12417411,1, Radial Velocity,1,0.64,0,-0.15,nan,-0.1,-0.24,-0.14,-0.08,-0.14,-0.13,-0.06,-0.12,-0.04,-0.07,-0.11,-0.3,-0.15,-0.16,nan
#95467,15.05291491,-18.09249812,12.73336181,1, Radial Velocity,3,0.64,0.78,0.38,-2.47,0.33,0.23,0.73,0.45,0.55,0.46,0.36,0.91,0.51,0.92,0.36,0.33,0.73,0.49,0.16
9094,11.83161794,19.1174683,23.95322543,1, Radial Velocity,2,0.622,1.12,0.14,-2.09,0.13,0.03,0.05,0.16,0.14,0.11,0.11,0.15,0.15,0.14,0.1,0,0.16,0.1,0.08
58237,38.67627783,3.91886934,-14.75424867,1, Radial Velocity,1,0.62,0.79,0.01,nan,-0.07,nan,0.06,-0.03,0.05,0.02,0.03,0.12,0.13,0.33,0.03,-0.15,0.02,0,nan
